,company,text,result
256,아토리서치,"아토리서치, 고려대 ‘AI 혁신 K-Hub 데이터센터 구축’ 사업 수주 알려",POSITIVE
257,아토리서치,"[주간 클라우드 동향/12월④] 대중의 신뢰 확보, 클라우드 산업계의 숙제",NEUTRAL
258,아토리서치,"아토리서치, 네이버클라우드와 손잡고 세종시 대민 서비스 클라우드 전환 추진",NEUTRAL
259,아토리서치,"아토리서치-네이버클라우드, 세종市 대민 서비스 클라우드 태운다",NEUTRAL
260,플리토,"7년 만에 돌아온 AI 모멘트, K-인공지능 슈퍼스타는…",POSITIVE
261,플리토,기업용 번역 플랫폼 '플리토 엔터프라이즈' 기능 추가,NEUTRAL
262,플리토,"기업 번역 관리 플랫폼, ‘플리토 엔터프라이즈’ 업데이트 출시",NEUTRAL
263,플리토,급변하는 SM 경영권 분쟁…재빠르게 주가 시나리오 제시한 리포트,NEUTRAL
264,플리토,"""Nothing Ther Iz""…오타 내는 챗GPT, 왜?",NEUTRAL
265,셀렉트스타,"[쫌아는기자들] GPT 시대, AI 데이터 시장의 미래는? 셀렉트스타 김세엽",NEUTRAL
266,셀렉트스타,식지 않는 AI 열풍… AI기업 창투사 주가도 급등,POSITIVE
267,셀렉트스타,"""가트너도 우리 솔루션 보고 놀라···'다투모'로 AI용 데이터시장 선도""",POSITIVE
268,셀렉트스타,"이통3사 주축 ICT전문 펀드 ""향후 5년간 4000억원 신규 출자""",NEUTRAL
269,셀렉트스타,"국가대표 ICT 펀드 ‘KIF’, 5년 간 4천억원 신규 출자",POSITIVE
270,프렌들리에이아이,"[아!이뉴스] 법원, 연이어 P2E 게임 '불허'…韓 웹툰 세계로",NEUTRAL
271,프렌들리에이아이,"[데이터링]""챗GPT, 비용·저작권·윤리적 문제 있지만 가능성 커""",NEUTRAL
272,프렌들리에이아이,"산업·노동·예술 패러다임 뒤흔드는 '챗GPT', 100분만에 배운다",NEUTRAL
273,프렌들리에이아이,"[연중 기획 혁신창업의 길] 인공지능 챗봇 이루다, 이 스타트업 덕에 똑똑해졌다",POSITIVE
274,프렌들리에이아이,"인공지능 챗봇 이루다, 이 스타트업 덕에 똑똑해졌다",POSITIVE
275,애자일소다,보험설계도 AI 도입…최적상품·사기방지·맞춤진단 '척척',NEUTRAL
276,애자일소다,"애자일소다, 3년 연속 ‘AI+X TOP 100’ 기업 선정",POSITIVE
277,애자일소다,"세이션, '2022년 AI바우처 우수 수요기업' 선정",POSITIVE
278,애자일소다,"애자일소다, 에이직랜드와 AI기반 반도체 설계 최적화 MOU 교환",NEUTRAL
279,애자일소다,"에이직랜드·애자일소다, AI 반도체 설계 자동화 솔루션 개발 MOU",NEUTRAL
280,브이터치,인공지능 활용해 한우 계체량 실시간 측정,NEUTRAL
281,브이터치,"강원 횡성축협, 한우 계체량 측정시스템 개발 협약식",NEUTRAL
282,브이터치,횡성한우 계체량 측정 첨단 시스템 도입,NEUTRAL
283,브이터치,[영상] 외관 색 바뀌고 옆으로 가는 車…실내는 이보다 ‘상상 초월’ [CES 2023 리포트],NEUTRAL
284,브이터치,"[CES 2023]K-스타트업, 레벨3 자율주행 시장 '정조준'",POSITIVE
285,트웰브랩스,메타버스에 가구당 월 8만원 … 시장 선점 노리는 韓기업,NEUTRAL
286,트웰브랩스,"K-메타버스, CES서 세계시장 개척…과기정통부 ""적극 지원""",POSITIVE
287,트웰브랩스,"韓스타트업 XR 솔루션·AR글래스 ,CES 누비다…MOU 5건[CES 2023]",POSITIVE
288,트웰브랩스,[CES 2023] 메타버스 테크데이 개최한 과기정통부… “해외 진출 적극 지원”,NEUTRAL
289,트웰브랩스,한국 메타버스 기업과 글로벌 투자사 만났다…'메타버스 테크데이' 개최 [CES 2023],NEUTRAL
290,더화이트커뮤니케이션,"TWC, 기업 규모에 따른 맞춤형 BPO 신규 플랜 출시",NEUTRAL
291,더화이트커뮤니케이션,"[코리아ICT엑스포in재팬] 韓 ICT 기업, 'DX 기회의 땅' 일본에 사업화 깃발 꽂는다",POSITIVE
292,더화이트커뮤니케이션,"KOSA, ‘소프트웨이브2022’ 24개 회원사 특별관 구성",NEUTRAL
293,더화이트커뮤니케이션,"KOSA, 도쿄 ICT EXPO서 현지 진출 세미나 개최",NEUTRAL
294,더화이트커뮤니케이션,"[미리 보는 소프트웨이브 2022]〈3〉공동관, 특화기술로 승부",NEUTRAL
295,아이오크롭스,"배터와이·티씨엠에스 등 11社, 올해 경북 스타트업 혁신대상 수상",POSITIVE
296,아이오크롭스,"경북 11개 업체, 경북 스타트업 혁신대상 수상",POSITIVE
297,아이오크롭스,"경북도, '혁신 스타트업' 11곳 선정…매출·기술개발·수출 등 평가",POSITIVE
298,아이오크롭스,“죽어가는 화분 살리다 90억원 잭팟” 32살 ‘이 남자’ 무슨 일이,POSITIVE
299,아이오크롭스,"[fn마켓워치]DSC인베·CKD창투·쿼드벤처스, 애그테크 '아이오크롭스'에 베팅",NEUTRAL
300,모두의연구소,"미래엔 아이세움, '에그박사의 생물 이름 쓰기' 출간[중기소식]",NEUTRAL
301,모두의연구소,'고용 한파' 녹인다…기업·지자체는 '청년 취업 조력자',POSITIVE
302,모두의연구소,"취업 한파 녹이나...기업·지자체, 취준생 역량 확대 지원",NEUTRAL
303,모두의연구소,취업 한파 녹이는 ‘훈풍’…AI·유통 기업부터 지자체까지 발 벗고 나선다,POSITIVE
304,모두의연구소,이정식 고용장관 “시대 흐름 맞춰 변화토록 노동시장 개혁 완수”,NEUTRAL
305,마크비전,중소 브랜드 ‘표절 피해’ 막자…한국브랜드패션협회 출범,NEUTRAL
306,마크비전,한국브랜드패션협회 출범…“카피·도용 근절 위해 합심”,NEUTRAL
307,마크비전,"""짝퉁 물러가라"" 중소·신진 패션, 한국브랜드패션협회 설립",NEUTRAL
308,마크비전,"""'짝퉁' 뿌리뽑는다"" 중소·신진 패션 브랜드, '한국브랜드패션협회' 설립",NEUTRAL
309,마크비전,"""디자인 카피·도용 문제를 알린다"" 한국브랜드패션협회 설립",NEUTRAL
310,보이저엑스,보이저엑스 “갤럭시 스튜디오서 AI로 5분만에 고객 손글씨 폰트 제작”,NEUTRAL
311,보이저엑스,"갤S23으로 나만의 손글씨 만든다…보이저엑스, 이벤트 진행",NEUTRAL
312,보이저엑스,IT공룡 챗GPT 대전에…게임업계도 ‘대화형 AI 전쟁’ 벌어질까,NEUTRAL
313,보이저엑스,"물어보면 대답 척척…챗GPT, 구글링 저리 가라",NEUTRAL
314,보이저엑스,“구글 검색의 시대 끝났다”,NEUTRAL
315,지란지교시큐리티,"지란지교시큐리티, 지난해 영업익 19억…전년비 2476.5% ↑",POSITIVE
316,지란지교시큐리티,"34년째 인구 순유출 부산, 이 거리서 청년유입 대반전 노린다",NEGATIVE
317,지란지교시큐리티,"지란지교, '판교 시대' 오픈…제2테크노밸리로 신사옥 이전",NEUTRAL
318,지란지교시큐리티,"지란지교그룹, 제2테크노밸리로 신사옥 이전",NEUTRAL
319,지란지교시큐리티,"지란지교그룹, '판교 시대' 연다…제2테크노밸리로 신사옥 이전",NEUTRAL
320,솔루게이트,"솔루게이트, AI 스피커 개인화 서비스 미국특허 등록",POSITIVE
321,솔루게이트,솔루게이트 AI 스피커 개인화 서비스 미국특허 등록,POSITIVE
322,솔루게이트,"모노커뮤니케이션즈-솔루게이트, 기술·서비스 업무 협약",NEUTRAL
323,솔루게이트,"모노커뮤니케이션즈-솔루게이트, 기술·서비스 업무협약 체결",NEUTRAL
324,솔루게이트,"솔루게이트, 가상상담서비스 실용화 위한 특허 획득",POSITIVE
325,아이딕션,"""국가대표 AI 기업 되겠다""…100대 스타트업 대표의 출사표",NEUTRAL
326,아이딕션,[카드뉴스] 대한민국 2022 AI 스타트업 트렌드 :어떤 기술이 주목받고 있을까,NEUTRAL
327,아이딕션,'식품·리빙부터 명품까지' 투자 보폭 넓히는 CJ온스타일,NEUTRAL
328,아이딕션,"CJ온스타일, 우수 중소기업 협력사 10곳 연구개발비 지원",NEUTRAL
329,아이딕션,"CJ온스타일, 중소협력사 10곳에 R&amp;D 비용 3억원 지원",NEUTRAL
330,에이모,"지능정보산업협회, 아크릴·소이넷·에이모 등 'AI 톱100' 선정",POSITIVE
331,에이모,"에이모, 5년 연속 데이터바우처 지원사업 공급기업 선정",POSITIVE
332,에이모,None,NEUTRAL
333,에이모,"[CES 2023]K-스타트업, 레벨3 자율주행 시장 '정조준'",POSITIVE
334,에이모,"기업의 AI 학습 데이터 가공 능력↑…에이모, SaaS 솔루션 출시",POSITIVE
335,서울로보틱스,"[쫌아는기자들] TSMC 해부, 유니콘 창업자 추천책, 챗GPT, 빅테크 해고바람, 90년대 창업자들, 일본 스타트업의 CES 도전",NEUTRAL
336,서울로보틱스,"""옥석 가려졌다""…증권사 '큰 손' 모객 나선 VC",NEUTRAL
337,서울로보틱스,‘투자 겨울’ 이겨낸 스타트업 “자금절약-투명공개로 신뢰 얻었다”,POSITIVE
338,서울로보틱스,자율주행 스타트업이 바라본 CES2023와 K-모빌리티,NEUTRAL
339,서울로보틱스,"CES에서 확인된 SW파워, 모빌리티 산업 주도권 경쟁 '가속'",POSITIVE
340,더웨이브톡,수백만원대 수질측정기 싸고 작게 만들어 가정-산업계에 깨끗함 선물[허진석의 ‘톡톡 스타트업’],POSITIVE
341,더웨이브톡,"네카오가 점찍은 스타트업, 'CES 2023' 출격",NEUTRAL
342,더웨이브톡,네이버가 콕 찍은 스타트업...CES 2023 출격,NEUTRAL
343,더웨이브톡,CES2023 혁신상 연속 선정된 K스타트업 키워드는 '건강',POSITIVE
344,더웨이브톡,"삼성·LG, CES 혁신상 휩쓸어",POSITIVE
345,히츠,"“바이오 혁신기술 소개”…베스티안재단, AI 세미나 개최",NEUTRAL
346,히츠,다시 불붙는 전자담배 경쟁,NEUTRAL
347,히츠,“청소 없이 연속 20번 사용 가능”,POSITIVE
348,히츠,‘궐련형 전자담배’ 시장 1위 잡겠다…한국필립모리스의 ‘승부수’,POSITIVE
349,히츠,"전자담배 시장 '왕좌' 내준 KT&amp;G…필립모리스 ""올해 초부터 점유율 1위 유지""",NEUTRAL
350,딥엑스,[삼성파운드리③] TSMC 마인드 배운다…'한국판 미디어텍' 육성 도전,NEUTRAL
351,딥엑스,"""좋은 한국 스타트업 많다…투자계약서 좀 더 표준화됐으면""",NEUTRAL
352,딥엑스,"112兆 시장 AI 반도체 선점 전쟁… 네이버·SKT·KT, 투자 ‘속도’",POSITIVE
353,딥엑스,"정부, 초고속·저전력 AI 반도체 개발 8262억 투자",NEUTRAL
354,딥엑스,"정부, AI반도체 국산화율 80% 달성 목표…2030년까지 1조원 투자",NEUTRAL
355,스탠다임,"“바이오 혁신기술 소개”…베스티안재단, AI 세미나 개최",NEUTRAL
356,스탠다임,외부서 파악힘든 AI 신약개발기업 실상...알짜 기업은,NEUTRAL
357,스탠다임,1600조 거대 시장 전진기지 K-제약바이오 ‘글로벌 오픈 이노베이션’,POSITIVE
358,스탠다임,"""항체 신약 개발, AI 힘 빌리면 금방 해낼수 있죠""",POSITIVE
359,스탠다임,"인공지능 신약 개발, 지금 주목해야 하는 이유는 [신약 단축키 AI]①",NEUTRAL
360,신스타프리젠츠,"운전하는 동안 로봇이 요리…""갓 완성된 음식 배달왔습니다""",NEUTRAL
361,신스타프리젠츠,"2022 외식문화선진화캠페인, 메타버스 플랫폼서 '푸드테크' 선봬",NEUTRAL
362,신스타프리젠츠,[카드뉴스] 대한민국 2022 AI 스타트업 트렌드 :어떤 기술이 주목받고 있을까,NEUTRAL
363,신스타프리젠츠,2022년 7월 프랜차이즈 정보공개서 신규등록 148개 명단공개,NEUTRAL
364,신스타프리젠츠,제52회 IFS프랜차이즈서울 창업박람회 참가업체는 어디?,NEUTRAL
365,원프레딕트,[기고]디지털 전환에 따른 설비 예지보전 최적화 솔루션 가이드,NEUTRAL
366,원프레딕트,직장인 행복도 1위 기업은 구글코리아…2위는? [Geeks' Briefing],NEUTRAL
367,원프레딕트,"원프레딕트, 미국에 법인 설립···현지 전문가 COO로",NEUTRAL
368,원프레딕트,세이프텍리서치 등 8개 기업 신규 혁신제품 지정...공공기관 판로 지원,POSITIVE
369,원프레딕트,"원프레딕트, 글로벌 진출 가속화…미국 현지 법인 설립",POSITIVE
370,클라썸,"클라썸, 서울시교육청과 MOU…AI기술, 공교육 현장에",NEUTRAL
371,클라썸,"공교육 혁신 나선 스타트업…클라썸·서울시교육청, AI 교육 고도화",NEUTRAL
372,클라썸,상품 URL 1개→배너이미지 수천개…1~2분이면 '뚝딱'[중기소식],NEUTRAL
373,클라썸,"클라썸, 서울시교육청과 업무협약...디지털 학습 환경 지원",NEUTRAL
374,클라썸,"교실 현장에 파고드는 AI 기술…""알아서 질문 추천""",NEUTRAL
375,수퍼빈,"김제시, 인공지능기반 투명페트병 무인회수기 6일부터 운영",NEUTRAL
376,수퍼빈,'투명페트병 10원에 삽니다'…김제시 무인회수기 운영,NEUTRAL
377,수퍼빈,"특구재단, 딥테크 창업 준비중인 출연연 연구자들 위한 강연 마련",NEUTRAL
378,수퍼빈,"목포시, 인공지능 투명페트병 무인 회수기 운영",NEUTRAL
379,수퍼빈,투명 페트병 모으면 현금 보상 … 수퍼빈 ‘수퍼모아’ 서비스 주목,NEUTRAL
380,스켈터랩스,"7년 만에 돌아온 AI 모멘트, K-인공지능 슈퍼스타는…",POSITIVE
381,스켈터랩스,"오늘의집, '오시즌위크'…10만개 상품 최대 89% 할인[중기소식]",NEUTRAL
382,스켈터랩스,"[스폐셜리포트]""첫 한국형 챗GPT"" 신경전...""수익 모델 확보"" 속도전",NEUTRAL
383,스켈터랩스,"스켈터랩스, 연애 테크기업 럽디와 전략적 MOU 체결...“데이터 역량 강화 및 대화형 AI 기술력 고도화”",NEUTRAL
384,스켈터랩스,"개미 돌격에 125%, 230%, 620% '폭등'…챗봇 '망신' 극복할까",NEUTRAL
385,슈퍼브에이아이,"슈퍼브에이아이, 'AI·데이터 바우처' 공급기업 선정",POSITIVE
386,슈퍼브에이아이,데이터 산업 총 망라… 2022 데이터 톡톡 페스티벌' 성료,NEUTRAL
387,슈퍼브에이아이,올해 1억6400만 번 '당근'했다…속옷 사이즈 추천 스타트업 투자 유치 [Geeks' Briefing],NEUTRAL
388,슈퍼브에이아이,"""기술 스타트업 네트워킹의 場으로… SBA가 마중물 되겠다""",NEUTRAL
389,슈퍼브에이아이,기술기반 스타트업 네트워킹 장 '서울 테크밋업' 출범,NEUTRAL
390,팜캐드,"“바이오 혁신기술 소개”…베스티안재단, AI 세미나 개최",NEUTRAL
391,팜캐드,외부서 파악힘든 AI 신약개발기업 실상...알짜 기업은,NEUTRAL
392,팜캐드,1600조 거대 시장 전진기지 K-제약바이오 ‘글로벌 오픈 이노베이션’,POSITIVE
393,팜캐드,"팜캐드, 美 바이오텍쇼케이스·레시 참가…기술현황 발표",NEUTRAL
394,팜캐드,세계 최초 바이오마커-CJ도 반한 배지기술에 쏠린 투심,NEUTRAL
395,토모큐브,"尹 ""대전은 지방 시대의 모범""…혁신기업 지원 약속",POSITIVE
396,토모큐브,"대전서 혁신 기업인들 만난 尹 ""힘껏 지원하겠다""(종합2보)",NEUTRAL
397,토모큐브,"尹 ""카이스트 창업사, 책으로 발간하자""…혁신기업 지원 약속(종합)",NEUTRAL
398,토모큐브,"尹대통령 “창업기업 지원, 연구자·법률가·회계사 함께 해야”",NEUTRAL
399,토모큐브,"尹 ""정부가 혁신 허브 지향해야 기업도 세계 기업 뛰어넘어""(종합)",POSITIVE
400,메디픽셀,[국민의 기업] 총 889개 스타트업 참여 …  우수 모델 60개 업체 최종 선정,NEUTRAL
401,메디픽셀,생선을 3D프린터로 찍어낸다고? 스타트업 국내 첫 개발,NEUTRAL
402,메디픽셀,"생선을 3D프린터로 찍었다…국내 첫 개발 ""식탁에도 올릴 것""",POSITIVE
403,메디픽셀,"한국벤처투자, 엔젤투자 매칭펀드 투자상담회 개최",NEUTRAL
404,메디픽셀,"한국벤처투자, 내일부터 '엔젤투자 매칭펀드' 투자 상담회",NEUTRAL
405,튜링,인간보다 인간다운 인공지능…챗GPT발 AI 혁신[AI 스토밍],POSITIVE
406,튜링,[정구학 칼럼] 데카르트와 인공지능 챗GPT,NEUTRAL
407,튜링,[강석기의 과학풍경] 앨런 튜링과 지문의 비밀,NEUTRAL
408,튜링,‘튜링테스트’는 넘어섰다...인공지능 ‘특이점’ 돌파 언제쯤[AI 스토밍①],POSITIVE
409,튜링,세상을 바꾸는 AI혁명… 그 뒤에는 유대인 천재 4명 있다,POSITIVE
410,액션파워,"액션파워, ‘2022 AI 스타트업 100’ 2년 연속 선정",POSITIVE
411,액션파워,"AI 기술 스타트업 액션파워, '2022 AI 스타트업 100' 2년 연속 선정",POSITIVE
412,액션파워,"AI 받아쓰기 정확도 95% 올린 액션파워 ""다음은 동영상""",POSITIVE
413,액션파워,사람 같은 AI 만드는 '자연어처리' 기술…어떤 스타트업이 이끄나 [긱스],NEUTRAL
414,액션파워,'자연어처리' 시장 급성장…튜닙 등 국내 스타트업이 혁신 주도,POSITIVE
415,쓰리빌리언,중동 노리는 K-바이오…메디톡스·쓰리빌리언 “UAE서 사업 모색”,POSITIVE
416,쓰리빌리언,대통령 순방에 동행하는 바이오기업 몇 곳?,NEUTRAL
417,쓰리빌리언,"尹대통령 첫 경제사절단, 이재용·정의선 등 100명",NEUTRAL
418,쓰리빌리언,"오아시스·케이뱅크, IPO ‘방향타’…바이오 ‘재도전’  [IPO 프리보드]",NEUTRAL
419,쓰리빌리언,"꽁꽁 언 IPO시장, 올해 도전하는 K바이오는 어디?",NEUTRAL
420,알티엠,"산업부, 기술사업화 연구개발 중소기업 모집",NEUTRAL
421,알티엠,"산업부, 기술사업화 연구개발 중소기업 모집…300억 지원",NEUTRAL
422,알티엠,"정부, 중소·중견기업 신사업 R&amp;D지원 개시…""수출 확대 돕는다""",POSITIVE
423,알티엠,"산업부, 제조中企 신사업 지원사업 통해 430억원 민간 투자유치",NEUTRAL
424,알티엠,민간투자 연계 R&amp;D지원사업 성과↑,POSITIVE
425,어반베이스,"마그나, 쉐보레 전기 픽업트럭 배터리 케이스 사업 수주[중기소식]",NEUTRAL
426,어반베이스,"어반베이스, '토털 인테리어 컨설팅' 공개…맞춤형 서비스",NEUTRAL
427,어반베이스,"BM 고도화·서비스 유료화...스타트업, 생존전략 다시 짠다",NEUTRAL
428,어반베이스,"홈인테리어에 꽂힌 건축가…""당신의 상상을 3D로 구현""[인터뷰]",NEUTRAL
429,어반베이스,대기업도 사로잡은 프롭테크 스타트업 어디?,POSITIVE
430,아이지넷,"아이지넷 `보닥`, 누적중개액 3000억원 달성",POSITIVE
431,아이지넷,"아이지넷, 지난해 보험중개액 1600억원 돌파…누적 3000억원 달성",POSITIVE
432,아이지넷,"인슈어테크 아이지넷, 지난해 1600억 중개…누적 3000억 달성",POSITIVE
433,아이지넷,"아이지넷, 누적중개액 3000억원…지난해만 1600억 달성",POSITIVE
434,아이지넷,"아이지넷, '보닥' 연말 퀴즈 이벤트 진행",NEUTRAL
435,리플에이아이,"""경력같은 신입""…AI·DX 인력난 해결사된 'KT에이블스쿨'",POSITIVE
436,리플에이아이,"'취업률 80%' KT 에이블스쿨, 수료생 대상 잡페어 개최",POSITIVE
437,리플에이아이,리플에이아이 '2022 코리아 AI 스타트업 100' 선정,POSITIVE
438,리플에이아이,"카카오벤처스, 올해 43개 스타트업에 337억원 투자",NEUTRAL
439,넷타겟,"“바이오 혁신기술 소개”…베스티안재단, AI 세미나 개최",NEUTRAL
440,넷타겟,"제약바이오 29개社, 신약 후보물질·개발 플랫폼 공개한다",NEUTRAL
441,넷타겟,"제약바이오협회, 내달 5일 `오픈 이노베이션 플라자` 개최",NEUTRAL
442,넷타겟,"제약바이오기업, 다음달 5일 오픈 이노베이션 플라자",NEUTRAL
443,넷타겟,"제약바이오협, '오픈 이노베이션' 협력의 장 마련",NEUTRAL
444,인공지능연구원,"과제는 A+, 자소서도 술술…학교·기업 AI에 속수무책",POSITIVE
445,인공지능연구원,"""챗봇 베낀 과제가 A+"" 대학가, '복붙금지' 비상",NEUTRAL
446,인공지능연구원,"""과제 냈더니 A+""…챗GPT '대필'에 국내 대학 무방비",POSITIVE
447,인공지능연구원,"[게시판] KT클라우드, 서울대 AI 연구원과 정신건강 관리플랫폼 개발",NEUTRAL
448,인공지능연구원,"[생성 AI시대, 우리는]〈1〉AI, 알파고 충격 후 얼마나 발전했나",NEUTRAL
449,트위니,"현대엘리베이터 ""서비스 1년만에 오픈API 60곳 참여""",NEUTRAL
450,트위니,"현대엘베, ‘오픈 API’ 1년만에 60여곳 참여",NEUTRAL
451,트위니,현대엘리베이터 API... 참여주체 60여곳 확대,NEUTRAL
452,트위니,"트위니, 한국로봇종합학술대회서 채용 부스 운영",NEUTRAL
453,트위니,현대엘리베이터 오픈 API 확산 가속…개인·기업 참여↑,NEUTRAL
454,인피닉,"SBA, CES2023 서울관 지원사업 성과이어져",POSITIVE
455,인피닉,"인피닉, CES 2023서 자율주행 센서 퓨전 기술 공개",NEUTRAL
456,인피닉,"인피닉, CES2023에서 센서 퓨전 기술 선보여",NEUTRAL
457,인피닉,"SBA, CES 통해 테크허브 서울 비전 제시",NEUTRAL
458,인피닉,"서울산업진흥원, 66개 기업과 '테크허브 서울' 선보여[CES 2023]",NEUTRAL
459,제너레잇,건물 형태-크기 등 분석 선택지 1만개… “사람 설계보다 매출 28% 껑충”[허진석의 ‘톡톡 스타트업’],POSITIVE
460,제너레잇,[부음] 김수덕 별세 외,NEUTRAL
461,제너레잇,[부고]김수덕 별세 外,NEUTRAL
462,제너레잇,[부고] 이영조씨 별세 外,NEUTRAL
463,제너레잇,9월 23일 궂긴 소식,NEGATIVE
464,자비스앤빌런즈,"[쫌아는기자들] 삼쩜삼과 김범섭 대표, 연쇄창업자는 어떻게 IT서비스 갈등을 헤쳐나갈까",NEUTRAL
465,자비스앤빌런즈,"스타트업 덮친 개인정보 문제 푼다…국회 유니콘팜, 1호법안 발의",NEUTRAL
466,자비스앤빌런즈,플랫폼 종사자에 무료 세무상담…삼쩜삼·한국노동공제회 맞손,NEUTRAL
467,자비스앤빌런즈,"챌린저스, 리워드 기능 추가…이지태스크, 신규 서비스[중기소식]",NEUTRAL
468,자비스앤빌런즈,"삼쩜삼, 한국노동공제회와 맞손…프리랜서 노동자 권익 향상 나서",NEUTRAL
469,로보코리아,"플랫폼·제조사 1등끼리 뭉쳤다…카모-현대차, 자율주행 맞손 [Geeks' Briefing]",POSITIVE
470,로보코리아,[아이엠(I'M)] 이승건 로보코리아 대표 “음성합성 AI로 목소리 NFT 런칭”,NEUTRAL
471,로보코리아,"""펀드매니저보다 낫네""···로보어드바이저 펀드 올 최고 수익률 14.95%",POSITIVE
472,디오비스튜디오,'제2 챗GPT' 우리가 만든다…국내 스타트업 잇단 도전장,NEUTRAL
473,디오비스튜디오,"걸그룹·크리에이터 활약 `버추얼 휴먼`, 챗GPT·생성AI 만나 진화",POSITIVE
474,디오비스튜디오,"[IT돋보기] '25살, 다정하고 잘생김'...그대는 남사친 AI챗봇 '강다온'",POSITIVE
475,디오비스튜디오,"""가상인간은 모델로 안 씁니다""",NEUTRAL
476,디오비스튜디오,'이루다 논란' 개발사의 새 AI챗봇 '강다온'…정치 얘기했더니,NEUTRAL
477,레드브릭,"레드브릭, 한국MS와 ‘메타버스 캠퍼스’ 조성 위해 협력",NEUTRAL
478,레드브릭,"레드브릭, 한국MS와 메타버스 대학 캠퍼스 조성 사업 MOU 체결",NEUTRAL
479,레드브릭,None,NEUTRAL
480,레드브릭,각 대학을 '메타버스 캠퍼스'로 만든다…레드브릭·한국MS 맞손,NEUTRAL
481,레드브릭,"레드브릭, 한국MS와 맞손…‘메타버스 캠퍼스’ 조성 협력",NEUTRAL
482,에덴룩스,AI의료진단·도시농업혁신…CES서 선보인 동남권 미래,POSITIVE
483,에덴룩스,"[CES 2023] 브랜드 벽 허문 ‘초연결’ IoT 시대 개막, 중소기업에겐 기회?",POSITIVE
484,에덴룩스,"창원 스타트업 2곳, 미국 CES 2023 '혁신상' 수상",POSITIVE
485,에덴룩스,창업 지원 '스타트업 허브' 조성…경남을 '창업 기회의 땅'으로,POSITIVE
486,에덴룩스,창원 스타트업 미국 CES서 존재감 입증 … 세계가 주목하다,POSITIVE
487,씨앤에이아이,스타트업의 디테일: 창의성을 높이는 공간과 조직문화는 어떻게 만들어지나[스테파니],NEUTRAL
488,씨앤에이아이,"씨앤에이아이, CES 2023 부스 참여.. 합성AI 기술 알렸다",POSITIVE
489,씨앤에이아이,"[CES 2023]ET테크포럼 ""혁신 아이디어, 기술 넘어 비즈니스 모델로""",NEUTRAL
490,씨앤에이아이,"마이리얼트립, 해외 숙박 예약 서비스…쏘카는 코레일과 협업 [Geeks' Briefing]",NEUTRAL
491,씨앤에이아이,'암세포 증식속도·규모' AI로 정확히 분석한다…韓·英 산학협력,NEUTRAL
492,뤼이드,"7년 만에 돌아온 AI 모멘트, K-인공지능 슈퍼스타는…",POSITIVE
493,뤼이드,[실험실 창업] 팀 쿡이 공교육 필수교과로 '코딩' 추천한 까닭,NEUTRAL
494,뤼이드,클 때는 ‘세계 기준’ 줄일 땐 ‘한국식’…스타트업 고용 딜레마,NEUTRAL
495,뤼이드,풀리지 않는 투자 빙하기…스타트업도 '구조조정' 칼바람,NEGATIVE
496,뤼이드,식지 않는 AI 열풍… AI기업 창투사 주가도 급등,POSITIVE
497,클라리파이,“헬스케어 업계와 의사 기업인 뭉쳤다”…’한국디지털의료융합산업협회’ 출범,NEUTRAL
498,클라리파이,한국디지털의료융합산업협회 출범...송해룡 초대 회장 추대,NEUTRAL
499,클라리파이,"케이스톤파트너스, 투자영역 벤처로 확대",NEUTRAL
500,클라리파이,"케이스톤파트너스파트너스, 올해 ‘VC 도전’ 외연 확장",NEUTRAL
501,클라리파이,"국내 의료 AI 기업들, 북미 최대 영상의학회서 신기술 소개한다",NEUTRAL
502,스프링클라우드,"스프링클라우드, 티어포와 '자율주행' 기술 개발 맞손",NEUTRAL
503,스프링클라우드,"“농촌 인력난, 무인차로 해결”… 이스라엘도 반한 韓 자율주행 스타트업",NEUTRAL
504,스프링클라우드,"스프링클라우드, 자율주행 관련 OPEN X' 스터디포럼 개최",NEUTRAL
505,스프링클라우드,"진천여객, 충북혁신도시에 DRT 도입…내년 초 시범운영",NEUTRAL
506,스프링클라우드,충북혁신도시 수요응답형 버스 운행…진천여객,NEUTRAL
507,인터마인즈,"[인터뷰]""10개월치 인건비 있으면 무인편의점 구축가능""",NEUTRAL
508,인터마인즈,"인터마인즈, BGF리테일과 무인 매장 구축 사업 협력 업무협약 체결",NEUTRAL
509,인터마인즈,"""대기업-스타트업, 윈윈 투자 솔루션 설계...막힌 '돈맥' 뚫어주죠""",POSITIVE
510,인터마인즈,"국가대표 ICT 펀드 ‘KIF’, 5년 간 4천억원 신규 출자",POSITIVE
511,인터마인즈,똑똑한 데이터 나온다…“AI로 쇼핑 스타일 분석”,NEUTRAL
512,에스투더블유,"""랜섬웨어 공격기법·대응방안 다 담았다"", SK쉴더스·KARA 보고서 발간",NEUTRAL
513,에스투더블유,랜섬웨어 '갈수록 악랄'...데이터 훔치고 파괴까지,NEUTRAL
514,에스투더블유,[르포]민관 협력의 '심장'…국정원 '국가사이버안보협력센터' 가보니,NEUTRAL
515,에스투더블유,"국정원, 판교서 '국가사이버안보협력센터' 개소식 개최",NEUTRAL
516,에스투더블유,[ZD브리핑] 이번 주 꼭 챙겨봐야 할 뉴스,NEUTRAL
517,인코어드테크놀로지스,아주대 산학연 협력 성과확산 축제,NEUTRAL
518,인코어드테크놀로지스,"제주, 분산 에너지 특구 지정 박차",POSITIVE
